74.135.2.111.60966,HTTP/1.1,01:55:00.880622
74.135.2.111.60968,HTTP/1.1,01:55:03.739503
74.135.2.111.60970,HTTP/1.1,01:55:03.983913
74.135.2.111.60969,HTTP/1.1,01:55:03.984051
74.135.2.111.60972,HTTP/1.1,01:55:04.345577
74.135.2.111.60973,HTTP/1.1,01:55:04.699433
2.57.122.186.48900,HTTP/1.1,02:04:31.374416
65.27.152.78.9262,HTTP/1.1,03:16:27.717250
65.27.152.78.9263,HTTP/1.1,03:16:32.442497
65.27.152.78.9264,HTTP/1.1,03:16:32.742155
65.27.152.78.9269,HTTP/1.1,03:16:50.832333
65.27.152.78.9270,HTTP/1.1,03:16:59.366402
65.27.152.78.9279,HTTP/1.1,03:17:52.723802
65.27.152.78.9281,HTTP/1.1,03:18:00.014814
65.27.152.78.9282,HTTP/1.1,03:18:00.442186
65.27.152.78.9283,HTTP/1.1,03:18:00.682877
65.27.152.78.9284,HTTP/1.1,03:18:00.682937
65.27.152.78.9285,HTTP/1.1,03:18:00.685828
65.27.152.78.9286,HTTP/1.1,03:18:00.685936
65.27.152.78.9288,HTTP/1.1,03:18:01.025864
65.27.152.78.9287,HTTP/1.1,03:18:01.037723
65.27.152.78.9289,HTTP/1.1,03:18:01.132508
65.27.152.78.9291,HTTP/1.1,03:18:01.151026
65.27.152.78.9290,HTTP/1.1,03:18:01.151074
65.27.152.78.9292,HTTP/1.1,03:18:01.153613
65.27.152.78.9293,HTTP/1.1,03:18:01.328897
65.27.152.78.9294,HTTP/1.1,03:18:01.384301
65.27.152.78.9295,HTTP/1.1,03:18:01.446080
65.27.152.78.9296,HTTP/1.1,03:18:01.610037
65.27.152.78.9297,HTTP/1.1,03:18:01.826704
65.27.152.78.9298,HTTP/1.1,03:18:07.649982
65.27.152.78.9299,HTTP/1.1,03:18:10.994417
65.27.152.78.9300,HTTP/1.1,03:18:11.392448
65.27.152.78.9301,HTTP/1.1,03:18:24.874647
65.27.152.78.9302,HTTP/1.1,03:18:25.410957
65.27.152.78.9303,HTTP/1.1,03:18:28.352349
65.27.152.78.9318,HTTP/1.1,03:18:28.606464
65.27.152.78.9319,HTTP/1.1,03:19:00.462585
65.27.152.78.9320,HTTP/1.1,03:19:00.928135
65.27.152.78.9321,HTTP/1.1,03:19:08.369591
65.27.152.78.9322,HTTP/1.1,03:19:08.693994
65.27.152.78.9323,HTTP/1.1,03:19:08.698755
65.27.152.78.9324,HTTP/1.1,03:19:09.256576
65.27.152.78.9325,HTTP/1.1,03:19:09.632924
65.27.152.78.9748,HTTP/1.1,03:39:59.131098
65.27.152.78.9750,HTTP/1.1,03:40:00.394384
65.27.152.78.9751,HTTP/1.1,03:40:01.342982
65.27.152.78.9756,HTTP/1.1,03:40:04.712453
65.27.152.78.9757,HTTP/1.1,03:40:04.970332
65.27.152.78.9758,HTTP/1.1,03:40:09.479746
65.27.152.78.9761,HTTP/1.1,03:40:25.737441
74.135.2.111.42972,HTTP/1.1,03:40:49.542617
65.27.152.78.9762,HTTP/1.1,03:40:52.063820
74.135.2.111.43014,HTTP/1.1,03:40:54.762312
74.135.2.111.43128,HTTP/1.1,03:41:09.033937
65.27.152.78.9828,HTTP/1.1,03:51:07.482475
65.27.152.78.10013,HTTP/1.1,04:07:21.815505
65.27.152.78.10014,HTTP/1.1,04:07:28.152255
65.27.152.78.10015,HTTP/1.1,04:07:31.822737
65.27.152.78.10019,HTTP/1.1,04:08:10.490976
74.135.2.111.64290,HTTP/1.1,04:08:23.895003
74.135.2.111.64291,HTTP/1.1,04:08:24.336935
74.135.2.111.64295,HTTP/1.1,04:08:24.601332
74.135.2.111.64293,HTTP/1.1,04:08:24.601366
74.135.2.111.64294,HTTP/1.1,04:08:24.601421
74.135.2.111.64292,HTTP/1.1,04:08:24.601466
74.135.2.111.64296,HTTP/1.1,04:08:25.300648
74.135.2.111.64299,HTTP/1.1,04:08:31.318154
74.135.2.111.64300,HTTP/1.1,04:08:32.493369
74.135.2.111.64304,HTTP/1.1,04:08:32.920419
74.135.2.111.64303,HTTP/1.1,04:08:32.920503
74.135.2.111.64305,HTTP/1.1,04:08:33.372674
74.135.2.111.64306,HTTP/1.1,04:08:33.733472
74.135.2.111.64307,HTTP/1.1,04:08:34.106629
74.135.2.111.64308,HTTP/1.1,04:08:34.437807
74.135.2.111.64309,HTTP/1.1,04:08:35.191736
74.135.2.111.64310,HTTP/1.1,04:08:35.492914
74.135.2.111.64312,HTTP/1.1,04:08:36.757725
74.135.2.111.64313,HTTP/1.1,04:08:37.122005
74.135.2.111.64314,HTTP/1.1,04:08:37.490157
74.135.2.111.64315,HTTP/1.1,04:08:37.812753
74.135.2.111.64318,HTTP/1.1,04:08:39.680525
74.135.2.111.64319,HTTP/1.1,04:08:39.989991
74.135.2.111.64320,HTTP/1.1,04:08:40.299333
74.135.2.111.64321,HTTP/1.1,04:08:40.691921
74.135.2.111.64325,HTTP/1.1,04:08:45.188031
65.27.152.78.10020,HTTP/1.1,04:08:46.603152
65.27.152.78.10023,HTTP/1.1,04:08:46.935698
65.27.152.78.10021,HTTP/1.1,04:08:46.936246
65.27.152.78.10024,HTTP/1.1,04:08:46.936293
65.27.152.78.10022,HTTP/1.1,04:08:46.936294
65.27.152.78.10025,HTTP/1.1,04:08:47.470569
65.27.152.78.10026,HTTP/1.1,04:08:53.193198
74.135.2.111.64330,HTTP/1.1,04:08:59.550510
74.135.2.111.64332,HTTP/1.1,04:08:59.992101
74.135.2.111.64335,HTTP/1.1,04:09:00.270457
74.135.2.111.64333,HTTP/1.1,04:09:00.270489
74.135.2.111.64334,HTTP/1.1,04:09:00.280572
74.135.2.111.64336,HTTP/1.1,04:09:00.280624
74.135.2.111.64337,HTTP/1.1,04:09:00.937256
74.135.2.111.64339,HTTP/1.1,04:09:05.083547
65.27.152.78.10027,HTTP/1.1,04:09:07.852144
65.27.152.78.10031,HTTP/1.1,04:09:08.199218
65.27.152.78.10030,HTTP/1.1,04:09:08.200157
65.27.152.78.10029,HTTP/1.1,04:09:08.200158
65.27.152.78.10028,HTTP/1.1,04:09:08.200230
74.135.2.111.64341,HTTP/1.1,04:09:08.462482
65.27.152.78.10032,HTTP/1.1,04:09:08.609244
74.135.2.111.64342,HTTP/1.1,04:09:08.727884
74.135.2.111.64344,HTTP/1.1,04:09:09.056122
74.135.2.111.64345,HTTP/1.1,04:09:09.321504
74.135.2.111.64346,HTTP/1.1,04:09:09.325395
74.135.2.111.64347,HTTP/1.1,04:09:09.325395
74.135.2.111.64348,HTTP/1.1,04:09:09.328481
74.135.2.111.64349,HTTP/1.1,04:09:09.559530
74.135.2.111.64350,HTTP/1.1,04:09:09.575594
74.135.2.111.64352,HTTP/1.1,04:09:09.639428
74.135.2.111.64351,HTTP/1.1,04:09:09.642228
74.135.2.111.64353,HTTP/1.1,04:09:09.661958
74.135.2.111.64354,HTTP/1.1,04:09:09.728037
74.135.2.111.64355,HTTP/1.1,04:09:09.728038
74.135.2.111.64356,HTTP/1.1,04:09:09.811907
74.135.2.111.64357,HTTP/1.1,04:09:09.885480
74.135.2.111.64358,HTTP/1.1,04:09:10.061358
74.135.2.111.64359,HTTP/1.1,04:09:10.259220
74.135.2.111.64361,HTTP/1.1,04:09:13.000718
65.27.152.78.10042,HTTP/1.1,04:09:14.700042
74.135.2.111.64364,HTTP/1.1,04:09:16.109331
65.27.152.78.10070,HTTP/1.1,04:09:17.845347
65.27.152.78.10071,HTTP/1.1,04:09:18.140091
65.27.152.78.10072,HTTP/1.1,04:09:18.140091
65.27.152.78.10073,HTTP/1.1,04:09:18.551744
65.27.152.78.10074,HTTP/1.1,04:09:18.904088
65.27.152.78.10104,HTTP/1.1,04:10:39.357706
65.27.152.78.10105,HTTP/1.1,04:10:40.990981
65.27.152.78.10105,HTTP/1.1,04:10:41.267239
65.27.152.78.10111,HTTP/1.1,04:10:42.181613
65.27.152.78.10109,HTTP/1.1,04:10:42.883510
65.27.152.78.10108,HTTP/1.1,04:10:42.883530
65.27.152.78.10107,HTTP/1.1,04:10:42.887179
65.27.152.78.10110,HTTP/1.1,04:10:43.430282
65.27.152.78.10113,HTTP/1.1,04:10:50.752579
65.27.152.78.10114,HTTP/1.1,04:11:05.729225
65.27.152.78.10123,HTTP/1.1,04:11:13.840985
65.27.152.78.10130,HTTP/1.1,04:11:28.757649
65.27.152.78.10131,HTTP/1.1,04:11:36.774836
65.27.152.78.10133,HTTP/1.1,04:11:51.732571
65.27.152.78.10134,HTTP/1.1,04:11:59.853382
65.27.152.78.10136,HTTP/1.1,04:12:14.797054
65.27.152.78.10137,HTTP/1.1,04:12:14.866904
65.27.152.78.10139,HTTP/1.1,04:12:22.872397
65.27.152.78.10140,HTTP/1.1,04:12:37.636241
65.27.152.78.10160,HTTP/1.1,04:12:45.818169
65.27.152.78.10165,HTTP/1.1,04:13:00.808457
65.27.152.78.10167,HTTP/1.1,04:13:00.851893
65.27.152.78.10168,HTTP/1.1,04:13:03.415971
65.27.152.78.10169,HTTP/1.1,04:13:09.085189
65.27.152.78.10172,HTTP/1.1,04:13:23.811766
65.27.152.78.10175,HTTP/1.1,04:13:31.884717
65.27.152.78.10176,HTTP/1.1,04:13:46.638696
65.27.152.78.10176,HTTP/1.1,04:13:46.934602
65.27.152.78.10183,HTTP/1.1,04:13:54.767275
65.27.152.78.10195,HTTP/1.1,04:14:09.752853
65.27.152.78.10202,HTTP/1.1,04:14:17.753877
65.27.152.78.10204,HTTP/1.1,04:14:32.805536
65.27.152.78.10207,HTTP/1.1,04:14:40.744492
65.27.152.78.10210,HTTP/1.1,04:14:55.944970
65.27.152.78.10209,HTTP/1.1,04:15:03.624107
211.106.244.235.6175,HTTP/1.0,04:23:12.158046
65.27.152.78.10266,HTTP/1.1,04:24:05.768898
65.27.152.78.10269,HTTP/1.1,04:24:06.380379
65.27.152.78.10270,HTTP/1.1,04:24:06.380380
65.27.152.78.10267,HTTP/1.1,04:24:06.380507
65.27.152.78.10268,HTTP/1.1,04:24:06.380531
65.27.152.78.10271,HTTP/1.1,04:24:07.007365
65.27.152.78.10273,HTTP/1.1,04:24:09.262799
65.27.152.78.10274,HTTP/1.1,04:24:09.947026
83.1.199.70.47326,HTTP/1.1,04:28:27.635847
83.1.199.70.47346,HTTP/1.1,04:28:29.566168
46.21.150.52.40356,HTTP/1.1,04:35:41.493084
46.21.150.52.40356,HTTP/1.1,04:35:41.560363
46.21.150.52.40356,HTTP/1.1,04:35:42.029496
46.21.150.52.40356,HTTP/1.1,04:35:42.312115
117.10.204.70.17124,HTTP/1.1,04:38:46.387515
115.48.163.186.33594,HTTP/1.1,04:38:48.383461
115.48.163.186.33594,HTTP/1.1,04:38:49.075873
117.10.204.70.17123,HTTP/1.1,04:38:52.951794
117.10.204.70.17125,HTTP/1.1,04:39:13.283656
117.10.204.70.17126,HTTP/1.1,04:39:13.842108
117.10.204.70.17127,HTTP/1.1,04:39:17.228543
117.10.204.70.17129,HTTP/1.1,04:39:17.510706
117.10.204.70.17128,HTTP/1.1,04:39:17.511327
117.10.204.70.17130,HTTP/1.1,04:39:17.511448
117.10.204.70.17132,HTTP/1.1,04:39:17.859850
117.10.204.70.17131,HTTP/1.1,04:39:17.891105
117.10.204.70.17133,HTTP/1.1,04:39:18.180198
117.10.204.70.17136,HTTP/1.1,04:39:18.181509
117.10.204.70.17135,HTTP/1.1,04:39:18.182243
117.10.204.70.17134,HTTP/1.1,04:39:18.187829
117.10.204.70.17137,HTTP/1.1,04:39:18.444053
117.10.204.70.17138,HTTP/1.1,04:39:18.709320
117.10.204.70.17139,HTTP/1.1,04:39:19.308438
117.10.204.70.17140,HTTP/1.1,04:39:19.875569
117.10.204.70.17141,HTTP/1.1,04:39:20.469322
117.10.204.70.17142,HTTP/1.1,04:39:21.995590
117.10.204.70.17143,HTTP/1.1,04:39:25.629139
117.10.204.70.17144,HTTP/1.1,04:39:26.428257
117.10.204.70.17734,HTTP/1.1,04:39:26.988186
117.10.204.70.17735,HTTP/1.1,04:39:27.899503
117.10.204.70.17736,HTTP/1.1,04:39:28.236557
65.27.152.78.10725,HTTP/1.1,04:40:06.205737
65.27.152.78.10727,HTTP/1.1,04:40:13.546110
65.27.152.78.10729,HTTP/1.1,04:40:13.894048
65.27.152.78.10731,HTTP/1.1,04:40:13.894176
65.27.152.78.10730,HTTP/1.1,04:40:13.894228
65.27.152.78.10728,HTTP/1.1,04:40:13.899145
65.27.152.78.10732,HTTP/1.1,04:40:14.556394
65.27.152.78.10736,HTTP/1.1,04:40:17.615333
65.27.152.78.10737,HTTP/1.1,04:40:18.019624
65.27.152.78.10738,HTTP/1.1,04:40:18.019651
65.27.152.78.10739,HTTP/1.1,04:40:18.452767
65.27.152.78.10740,HTTP/1.1,04:40:18.832411
65.27.152.78.10741,HTTP/1.1,04:40:21.056274
65.27.152.78.10742,HTTP/1.1,04:40:21.480971
65.27.152.78.10743,HTTP/1.1,04:40:23.391026
65.27.152.78.10744,HTTP/1.1,04:40:23.597842
65.27.152.78.10745,HTTP/1.1,04:40:24.390690
65.27.152.78.10746,HTTP/1.1,04:40:24.962769
65.27.152.78.10747,HTTP/1.1,04:40:29.022071
65.27.152.78.10748,HTTP/1.1,04:40:29.330381
65.27.152.78.10749,HTTP/1.1,04:40:30.060105
65.27.152.78.10750,HTTP/1.1,04:40:30.610873
65.27.152.78.10751,HTTP/1.1,04:40:33.049912
65.27.152.78.10753,HTTP/1.1,04:40:33.300592
65.27.152.78.10752,HTTP/1.1,04:40:33.300769
65.27.152.78.10754,HTTP/1.1,04:40:33.677056
65.27.152.78.10755,HTTP/1.1,04:40:34.103080
65.27.152.78.10756,HTTP/1.1,04:40:35.671886
65.27.152.78.10757,HTTP/1.1,04:40:36.322305
117.10.204.70.17737,HTTP/1.1,04:41:18.220702
117.10.204.70.17738,HTTP/1.1,04:41:18.639463
117.10.204.70.17739,HTTP/1.1,04:41:19.851378
117.10.204.70.17740,HTTP/1.1,04:41:20.228805
117.10.204.70.17741,HTTP/1.1,04:41:24.284175
117.10.204.70.17742,HTTP/1.1,04:41:26.003695
117.10.204.70.17743,HTTP/1.1,04:41:26.659887
117.10.204.70.17744,HTTP/1.1,04:41:27.859510
117.10.204.70.17745,HTTP/1.1,04:41:28.796474
65.27.152.78.10869,HTTP/1.1,04:44:19.250384
65.27.152.78.10870,HTTP/1.1,04:44:19.496226
65.27.152.78.10871,HTTP/1.1,04:44:19.674303
65.27.152.78.10872,HTTP/1.1,04:44:22.387447
65.27.152.78.10873,HTTP/1.1,04:44:24.010325
65.27.152.78.10877,HTTP/1.1,04:44:29.744761
65.27.152.78.10878,HTTP/1.1,04:44:30.146655
65.27.152.78.10881,HTTP/1.1,04:44:32.920046
65.27.152.78.10882,HTTP/1.1,04:44:33.227880
65.27.152.78.10884,HTTP/1.1,04:44:35.847481
65.27.152.78.10885,HTTP/1.1,04:44:36.107660
65.27.152.78.10883,HTTP/1.1,04:44:41.372083
65.27.152.78.10886,HTTP/1.1,04:44:41.684678
65.27.152.78.10887,HTTP/1.1,04:44:41.685425
65.27.152.78.10888,HTTP/1.1,04:44:42.360698
65.27.152.78.10889,HTTP/1.1,04:44:42.688534
65.27.152.78.10890,HTTP/1.1,04:44:43.678498
65.27.152.78.10891,HTTP/1.1,04:44:44.107905
65.27.152.78.10892,HTTP/1.1,04:44:46.068620
65.27.152.78.10893,HTTP/1.1,04:44:46.419196
65.27.152.78.10896,HTTP/1.1,04:44:51.039669
65.27.152.78.10897,HTTP/1.1,04:44:51.375167
65.27.152.78.10898,HTTP/1.1,04:44:53.305029
65.27.152.78.10899,HTTP/1.1,04:44:53.749034
65.27.152.78.10900,HTTP/1.1,04:44:54.109025
65.27.152.78.10901,HTTP/1.1,04:44:54.577340
65.27.152.78.10903,HTTP/1.1,04:44:58.400686
65.27.152.78.10904,HTTP/1.1,04:44:58.664421
65.27.152.78.10902,HTTP/1.1,04:45:07.706175
65.27.152.78.10907,HTTP/1.1,04:45:09.226377
65.27.152.78.10908,HTTP/1.1,04:45:13.322758
65.27.152.78.10910,HTTP/1.1,04:45:19.893461
65.27.152.78.10911,HTTP/1.1,04:45:20.720415
65.27.152.78.10912,HTTP/1.1,04:45:22.104355
65.27.152.78.10913,HTTP/1.1,04:45:23.408983
65.27.152.78.10914,HTTP/1.1,04:45:23.740984
65.27.152.78.10917,HTTP/1.1,04:45:26.195495
65.27.152.78.10918,HTTP/1.1,04:45:26.556777
65.27.152.78.10921,HTTP/1.1,04:45:29.311017
65.27.152.78.10922,HTTP/1.1,04:45:29.649560
65.27.152.78.10923,HTTP/1.1,04:45:31.557726
65.27.152.78.10925,HTTP/1.1,04:45:31.878942
65.27.152.78.10924,HTTP/1.1,04:45:31.882900
65.27.152.78.10926,HTTP/1.1,04:45:32.265680
65.27.152.78.10927,HTTP/1.1,04:45:32.526776
65.27.152.78.10928,HTTP/1.1,04:45:34.124178
65.27.152.78.10929,HTTP/1.1,04:45:34.619014
65.27.152.78.10930,HTTP/1.1,04:45:35.843957
65.27.152.78.10931,HTTP/1.1,04:45:37.077685
65.27.152.78.10932,HTTP/1.1,04:45:38.615651
65.27.152.78.10933,HTTP/1.1,04:45:41.293422
65.27.152.78.10936,HTTP/1.1,04:45:45.778925
65.27.152.78.10937,HTTP/1.1,04:45:46.099527
65.27.152.78.10938,HTTP/1.1,04:45:47.503098
65.27.152.78.10939,HTTP/1.1,04:45:47.827543
65.27.152.78.10941,HTTP/1.1,04:45:48.619833
65.27.152.78.10942,HTTP/1.1,04:45:48.911128
65.27.152.78.10940,HTTP/1.1,04:45:50.040965
65.27.152.78.10943,HTTP/1.1,04:45:51.168008
65.27.152.78.10944,HTTP/1.1,04:45:51.461070
65.27.152.78.10945,HTTP/1.1,04:45:52.558888
65.27.152.78.10946,HTTP/1.1,04:45:52.893018
65.27.152.78.10947,HTTP/1.1,04:45:54.696821
65.27.152.78.10948,HTTP/1.1,04:45:55.117998
65.27.152.78.10949,HTTP/1.1,04:45:56.067751
65.27.152.78.10950,HTTP/1.1,04:45:56.325018
65.27.152.78.10951,HTTP/1.1,04:45:56.327864
65.27.152.78.10952,HTTP/1.1,04:45:56.654414
65.27.152.78.10953,HTTP/1.1,04:45:56.909123
65.27.152.78.10954,HTTP/1.1,04:45:57.667883
65.27.152.78.10955,HTTP/1.1,04:45:58.074625
65.27.152.78.10956,HTTP/1.1,04:45:59.592018
65.27.152.78.10957,HTTP/1.1,04:46:00.015318
65.27.152.78.10958,HTTP/1.1,04:46:01.594471
65.27.152.78.10959,HTTP/1.1,04:46:01.862434
65.27.152.78.10962,HTTP/1.1,04:46:04.096251
65.27.152.78.10963,HTTP/1.1,04:46:04.406308
65.27.152.78.10964,HTTP/1.1,04:46:06.069370
65.27.152.78.10965,HTTP/1.1,04:46:06.417161
65.27.152.78.10967,HTTP/1.1,04:46:09.547919
65.27.152.78.10968,HTTP/1.1,04:46:10.018719
65.27.152.78.10966,HTTP/1.1,04:46:17.071017
65.27.152.78.10969,HTTP/1.1,04:46:17.387181
65.27.152.78.10970,HTTP/1.1,04:46:19.832998
65.27.152.78.10971,HTTP/1.1,04:46:20.229141
65.27.152.78.10974,HTTP/1.1,04:46:22.515506
65.27.152.78.10975,HTTP/1.1,04:46:22.750779
65.27.152.78.10976,HTTP/1.1,04:46:28.360523
65.27.152.78.10978,HTTP/1.1,04:46:31.619719
74.120.14.40.59856,HTTP/1.1,04:49:40.165130
74.120.14.40.53196,HTTP/1.1,04:49:40.276515
120.27.0.198.55500,HTTP/1.1,04:51:23.865571
120.27.0.198.57604,HTTP/1.1,04:51:24.396968
46.21.150.52.44096,HTTP/1.1,04:59:06.219676
46.21.150.52.44096,HTTP/1.1,04:59:06.379915
46.21.150.52.44096,HTTP/1.1,04:59:06.582762
46.21.150.52.44096,HTTP/1.1,04:59:06.650090
46.21.150.52.44096,HTTP/1.1,04:59:06.716210
46.21.150.52.44096,HTTP/1.1,04:59:06.783432
46.21.150.52.44096,HTTP/1.1,04:59:08.632910
46.21.150.52.44096,HTTP/1.1,04:59:08.702593
46.21.150.52.44096,HTTP/1.1,04:59:08.735828
46.21.150.52.44096,HTTP/1.1,04:59:09.256572
80.82.68.28.35574,HTTP/1.1,05:22:59.259956
193.118.53.194.51210,HTTP/1.1,05:35:14.181799
51.210.242.175.57618,HTTP/1.1,08:39:11.832660
112.66.97.128.55924,HTTP/1.1,09:11:50.802102
91.241.19.84.35010,HTTP/1.1,09:13:36.720643
91.241.19.84.35022,HTTP/1.1,09:13:36.725107
91.241.19.84.56788,HTTP/1.1,09:13:37.115976
91.241.19.84.45070,HTTP/1.1,09:13:37.531754
91.241.19.84.55636,HTTP/1.1,09:13:37.915980
91.241.19.84.38300,HTTP/1.1,09:13:38.576378
91.241.19.84.42656,HTTP/1.1,09:13:39.352255
91.241.19.84.37240,HTTP/1.1,09:13:40.790696
91.241.19.84.53206,HTTP/1.1,09:13:41.899206
2.57.122.186.48732,HTTP/1.1,11:05:00.280248
192.241.237.98.35190,HTTP/1.1,11:19:45.268329
193.36.117.235.36120,HTTP/1.1,12:22:20.965284
193.36.117.235.1771,HTTP/1.1,12:22:21.794673
187.111.220.241.48266,HTTP/1.1,14:03:34.459435
192.241.237.237.48488,HTTP/1.1,14:09:16.824336
83.97.20.30.45677,HTTP/1.0,16:56:55.164468
74.135.2.111.54428,HTTP/1.1,18:05:59.847800
74.135.2.111.54454,HTTP/1.1,18:06:02.894710
139.162.106.181.36824,HTTP/1.1,18:19:57.665026
74.135.2.111.37936,HTTP/1.1,20:22:05.194545
74.135.2.111.44666,HTTP/1.1,20:36:09.815812
